airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,31,10090
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,32,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,32,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,32,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,32,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,32,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,32,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,32,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,32,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,32,3940
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,24.5,32,3940
Air_India,AI-748,Bangalore,Late_Night,one,Night,Hyderabad,Economy,18.58,32,4905
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,32,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,32,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,32,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,32,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,32,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,32,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,32,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,32,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,32,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,32,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,32,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,32,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,32,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,32,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,32,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,32,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,32,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,32,5012
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,32,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,32,6075
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.17,32,6200
Air_India,AI-808,Bangalore,Night,one,Morning,Hyderabad,Economy,14.92,32,6200
Indigo,6E-6212,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,33,1694
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,33,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,33,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,33,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,33,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,33,3940
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,33,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,33,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,33,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,33,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,33,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,33,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,33,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,33,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,33,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,33,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,33,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,33,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,33,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,33,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,33,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,33,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,33,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,33,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,33,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,33,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,33,5012
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,33,6075
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,33,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,33,6075
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,34,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,34,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,34,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,34,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,34,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,34,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,34,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,34,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,34,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,34,3940
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,34,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,34,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,34,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,34,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,34,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,34,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,34,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,34,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,34,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,34,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,34,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,34,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,34,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,34,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,34,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,34,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,34,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,34,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,34,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,34,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,34,5012
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,34,5603
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,34,6075
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,34,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,34,6075
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,34,10090
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,35,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,35,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,35,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,35,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,35,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,35,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,35,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,35,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,35,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,35,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,35,3940
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,35,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,35,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,35,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,35,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,35,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,35,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,35,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,35,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,35,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,35,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,35,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,35,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,35,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,35,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,35,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,35,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,35,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,35,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,35,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,35,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,35,5012
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,35,6075
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,35,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,35,6075
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,35,10090
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,36,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,36,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,36,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,36,1714
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,36,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,36,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,36,1714
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,36,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,36,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,36,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,36,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,36,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,36,3940
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Hyderabad,Economy,11.75,36,4403
Indigo,6E-7071,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,36,4601
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,36,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,36,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,36,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,36,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,36,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,36,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,36,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,36,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,36,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,36,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,36,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,36,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,36,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,36,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,36,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,36,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,36,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,36,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,36,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,36,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,36,5012
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,36,5603
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,36,5780
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9,36,6262
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.17,36,6262
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,36,6075
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,36,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,36,6075
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,36,10090
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,28.25,36,10090
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,37,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,37,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,37,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,37,1714
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,37,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,37,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,37,1714
AirAsia,I5-1426,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,37,1714
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,37,1714
Indigo,6E-684,Bangalore,Night,zero,Night,Hyderabad,Economy,1.25,37,1714
GO_FIRST,G8-518,Bangalore,Night,zero,Late_Night,Hyderabad,Economy,1.25,37,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,37,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,37,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,37,1977
Indigo,6E-886,Bangalore,Morning,zero,Morning,Hyderabad,Economy,1.33,37,2343
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,37,3940
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,37,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,37,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,37,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,37,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,37,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,37,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,37,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,37,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,37,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,37,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,37,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,37,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,37,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,37,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,37,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,37,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,37,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,37,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,37,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,37,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,37,5012
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,37,5603
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.33,37,6075
GO_FIRST,G8-118,Bangalore,Night,one,Morning,Hyderabad,Economy,11.58,37,6075
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Hyderabad,Economy,16.75,37,6075
Vistara,UK-893,Bangalore,Evening,zero,Night,Hyderabad,Economy,1,38,1714
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,38,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,38,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,38,1714
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,38,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,38,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,38,1714
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,38,1714
Indigo,6E-684,Bangalore,Night,zero,Night,Hyderabad,Economy,1.25,38,1714
GO_FIRST,G8-518,Bangalore,Night,zero,Late_Night,Hyderabad,Economy,1.25,38,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,38,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,38,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,38,1977
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.08,38,3034
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Hyderabad,Economy,11.75,38,4403
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,38,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,38,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,38,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,38,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,38,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,38,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,38,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,38,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,38,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,38,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,38,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,38,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,38,5322
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Economy,25,38,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.17,38,5322
Vistara,UK-864,Bangalore,Evening,one,Night,Hyderabad,Economy,25.92,38,5322
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,38,5322
Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,38,5322
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,12.92,38,5012
Air_India,AI-9505,Bangalore,Morning,one,Night,Hyderabad,Economy,12.08,38,5603
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,20.58,38,10090
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,28.25,38,10090
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,35.42,38,10090
Vistara,UK-897,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,39,1714
GO_FIRST,G8-510,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1,39,1714
AirAsia,I5-1983,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.08,39,1714
Indigo,6E-6257,Bangalore,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,39,1714
Indigo,6E-484,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,39,1714
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,39,1714
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,39,1714
Indigo,6E-684,Bangalore,Night,zero,Night,Hyderabad,Economy,1.25,39,1714
GO_FIRST,G8-518,Bangalore,Night,zero,Late_Night,Hyderabad,Economy,1.25,39,1714
AirAsia,I5-972,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.33,39,1714
Indigo,6E-6067,Bangalore,Evening,zero,Evening,Hyderabad,Economy,1.5,39,1714
Air_India,AI-9517,Bangalore,Evening,zero,Night,Hyderabad,Economy,1.42,39,1977
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.83,39,3940
GO_FIRST,G8-812,Bangalore,Night,one,Morning,Hyderabad,Economy,11.75,39,4403
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,39,5322
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,39,5322
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,39,5322
Vistara,UK-850,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,11.92,39,5322
Vistara,UK-846,Bangalore,Morning,one,Night,Hyderabad,Economy,12.42,39,5322
Vistara,UK-864,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,12.83,39,5322
Vistara,UK-854,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.42,39,5322
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.25,39,5322
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,39,5322
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.33,39,5322
Vistara,UK-864,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.25,39,5322
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,39,5322
Vistara,UK-852,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,22.33,39,5322
Vistara,UK-866,Bangalore,Night,one,Night,Hyderabad,Economy,23.25,39,5322
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,39,5322
